 0.143636, -0.020000, 0.539796
 0.143636, -0.018182, 0.540816
 0.143636, -0.020909, 0.539796
 0.145455, -0.020909, 0.537755
 0.144545, -0.023636, 0.539796
 0.143636, -0.005455, 0.541837
 0.144545, -0.011818, 0.542857
 0.122727, -0.083636, 0.528571
 0.125455, -0.129091, 0.510204
 0.220000, -0.064545, 0.515306
 0.315455, 0.004545, 0.500000
 0.355455, 0.086364, 0.488776
 0.402727, 0.150909, 0.448980
 0.427273, 0.301818, 0.359184
 0.437273, 0.428182, 0.165306
 0.433636, 0.326364, -0.198980
 0.373636, 0.210000, -0.326531
 0.292727, 0.113636, -0.409184
 0.244545, 0.115455, -0.433673
 0.160000, 0.080000, -0.460204
 0.149091, 0.111818, -0.456122
 0.163636, 0.136364, -0.447959
 0.178182, 0.150000, -0.434694
 0.135455, 0.088182, -0.456122
 0.100000, 0.102727, -0.467347
 0.225455, 0.106364, -0.422449
 0.211818, 0.138182, -0.426531
 0.165455, 0.141818, -0.451020
 0.217273, 0.130000, -0.433673
 0.204545, 0.209091, -0.432653
 0.157273, 0.528182, -0.222449
 0.185455, 0.595455, 0.014286
 0.165455, 0.597273, 0.083673
 0.164545, 0.597273, 0.071429
 0.167273, 0.595455, 0.080612
 0.166364, 0.595455, 0.089796
 0.163636, 0.594545, 0.083673
 0.168182, 0.599091, 0.083673
 0.163636, 0.596364, 0.085714
 0.165455, 0.599091, 0.087755
 0.169091, 0.580909, 0.183673
 0.136364, 0.171818, 0.563265
 0.097273, -0.200000, 0.495918
 0.167273, -0.409091, 0.209184
 0.152727, -0.423636, 0.007143
 0.157273, -0.421818, 0.018367
 0.156364, -0.418182, 0.015306
 0.157273, -0.420909, 0.035714
 0.157273, -0.417273, -0.015306
 0.157273, -0.412727, -0.031633
 0.156364, -0.414545, -0.033673
 0.156364, -0.416364, -0.016327
 0.159091, -0.417273, -0.024490
 0.157273, -0.412727, -0.030612
 0.158182, -0.418182, -0.027551
 0.157273, -0.416364, -0.012245
 0.154545, -0.419091, -0.022449
 0.043636, -0.438182, 0.163265
 -0.020000, -0.416364, 0.231633
 -0.081818, -0.443636, 0.168367
 -0.240909, -0.416364, 0.034694
 -0.427273, -0.222727, -0.162245
 -0.470909, -0.043636, -0.229592
 -0.492727, -0.008182, -0.190816
 -0.493636, 0.039091, -0.188776
 -0.495455, 0.045455, -0.173469
 -0.497273, 0.059091, -0.166327
 -0.501818, 0.050909, -0.160204
 -0.504545, 0.050000, -0.145918
 -0.509091, 0.060909, -0.139796
 -0.505455, 0.058182, -0.154082
 -0.508182, 0.071818, -0.146939
 -0.494545, 0.089091, -0.177551
 -0.527273, 0.171818, -0.142857
 -0.406364, 0.479091, -0.018367
 -0.131818, 0.635455, 0.100000
 0.147273, 0.634545, 0.116327
 0.220000, 0.611818, 0.109184
 0.358182, 0.533636, 0.054082
 0.547273, 0.252727, 0.023469
 0.561818, 0.049091, -0.004082
 0.546364, 0.000909, -0.039796
 0.531818, -0.050000, -0.033673
 0.530909, -0.049091, -0.043878
 0.528182, -0.054545, -0.056122
 0.529091, -0.055455, -0.043878
 0.528182, -0.054545, -0.053061
 0.525455, -0.051818, -0.056122
 0.530909, -0.059091, -0.026531
 0.565455, 0.032727, 0.045918
 0.537273, 0.031818, 0.286735
 0.400000, -0.070909, 0.456122
 0.188182, -0.265455, 0.482653
 -0.040909, -0.316364, 0.467347
 -0.250000, -0.403636, 0.270408
 -0.271818, -0.443636, -0.089796
 -0.110909, -0.370909, -0.338776
 0.100909, -0.304545, -0.393878
 0.317273, -0.184545, -0.372449
 0.536364, 0.186364, -0.193878
 0.354545, 0.336364, -0.363265
 0.003636, 0.346364, -0.501020
 -0.191818, 0.431818, -0.429592
 -0.336364, 0.557273, -0.177551
 -0.366364, 0.577273, 0.038776
 -0.309091, 0.483636, 0.371429
 -0.284545, 0.171818, 0.554082
 -0.471818, -0.089091, 0.363265
 -0.513636, -0.204545, 0.209184
 -0.364545, -0.350000, -0.236735
 0.056364, -0.135455, -0.521429
 0.165455, 0.061818, -0.533673
 0.312727, 0.151818, -0.461224
 0.389091, 0.131818, -0.404082
 0.465455, 0.394545, -0.181633
 0.510909, 0.360909, 0.231633
 0.380909, 0.259091, 0.484694
 0.185455, 0.146364, 0.609184
 -0.163636, 0.196364, 0.590816
 -0.385455, 0.211818, 0.472449
 -0.430000, -0.131818, 0.402041
 -0.240909, -0.421818, 0.288776
 -0.069091, -0.529091, 0.048980
